Customer ID,Product,Date,Quantity
CUST0208,Carrots - Pack 2,2022-12-01,4
CUST0911,Dish Soap - Pack 4,2022-07-01,4
CUST0962,Spinach - Pack 6,2022-11-01,8
CUST0182,Bananas - Pack 9,2022-10-01,2
CUST0661,Tea - Pack 2,2022-09-01,4
CUST0181,Soda - Pack 5,2022-09-01,2
CUST0188,Bleach - Pack 8,2022-11-01,5
CUST0176,Oranges - Pack 7,2022-04-01,3
CUST0438,Grapes - Pack 5,2022-05-01,8
CUST0338,Apples - Pack 10,2022-01-01,3
CUST0585,Soda - Pack 7,2022-06-01,2
CUST0035,Chips - Pack 1,2022-12-01,2
CUST0574,Rice - Pack 9,2022-04-01,7
CUST0924,Mayonnaise - Pack 3,2022-06-01,6
CUST0916,Butter - Pack 10,2022-08-01,7
CUST0182,Broccoli - Pack 6,2022-01-01,4
CUST0006,Apples - Pack 9,2022-07-01,5
CUST0109,Mayonnaise - Pack 5,2022-07-01,5
CUST0358,Carrots - Pack 10,2022-08-01,9
CUST0852,Rice - Pack 8,2022-12-01,5
CUST0563,Sanitizer - Pack 3,2022-05-01,2
CUST0267,Noodles - Pack 10,2022-06-01,7
CUST0585,Mayonnaise - Pack 3,2022-11-01,5
CUST0479,Pickles - Pack 3,2022-10-01,3
CUST0068,Jam - Pack 3,2022-12-01,4
CUST0201,Vinegar - Pack 2,2022-02-01,8
CUST0702,Corn - Pack 5,2022-10-01,4
CUST0252,Salt - Pack 8,2022-09-01,7
CUST0785,Broccoli - Pack 3,2022-01-01,5
CUST0111,Soda - Pack 9,2022-07-01,1
CUST0201,Oats - Pack 4,2022-07-01,8
CUST0964,Sanitizer - Pack 6,2022-01-01,5
CUST0731,Honey - Pack 1,2022-12-01,5
CUST0655,Chicken - Pack 9,2022-06-01,5
CUST0259,Pasta - Pack 9,2022-03-01,8
CUST0836,Detergent - Pack 10,2022-09-01,5
CUST0011,Pasta - Pack 8,2022-11-01,9
CUST0706,Broccoli - Pack 7,2022-09-01,4
CUST0729,Tomatoes - Pack 7,2022-02-01,3
CUST0080,Biscuits - Pack 9,2022-07-01,7
CUST0553,Vinegar - Pack 6,2022-04-01,4
CUST0041,Soap - Pack 7,2022-01-01,2
CUST0161,Butter - Pack 10,2022-06-01,10
CUST0568,Noodles - Pack 1,2022-12-01,8
CUST0218,Chicken - Pack 9,2022-01-01,5
CUST0983,Oats - Pack 4,2022-03-01,5
CUST0294,Honey - Pack 9,2022-12-01,5
CUST0651,Napkins - Pack 8,2022-11-01,2
CUST0197,Toothbrush - Pack 2,2022-04-01,9
CUST0780,Corn - Pack 1,2022-06-01,10
CUST0600,Spinach - Pack 9,2022-08-01,9
CUST0121,Beef - Pack 2,2022-04-01,4
CUST0021,Onions - Pack 8,2022-01-01,10
CUST0879,Apples - Pack 5,2022-02-01,5
CUST0696,Eggplant - Pack 2,2022-07-01,4
CUST0624,Chips - Pack 4,2022-10-01,2
CUST0711,Milk - Pack 6,2022-04-01,5
CUST0083,Oranges - Pack 10,2022-01-01,8
CUST0661,Rice - Pack 1,2022-02-01,6
CUST0738,Grapes - Pack 3,2022-06-01,7
CUST0499,Ketchup - Pack 2,2022-07-01,5
CUST0308,Soup - Pack 5,2022-05-01,5
CUST0121,Dish Soap - Pack 2,2022-04-01,5
CUST0994,Beef - Pack 1,2022-05-01,4
CUST0771,Jam - Pack 8,2022-10-01,3
CUST0695,Eggs - Pack 8,2022-12-01,7
CUST0322,Tomatoes - Pack 1,2022-04-01,5
CUST0656,Noodles - Pack 6,2022-02-01,2
CUST0740,Vinegar - Pack 6,2022-11-01,5
CUST0403,Grapes - Pack 2,2022-11-01,4
CUST0055,Honey - Pack 2,2022-02-01,6
CUST0376,Apples - Pack 2,2022-10-01,9
CUST0676,Eggplant - Pack 1,2022-02-01,3
CUST0722,Biscuits - Pack 1,2022-06-01,0
CUST0573,Yogurt - Pack 2,2022-04-01,3
CUST0086,Dish Soap - Pack 5,2022-10-01,5
CUST0036,Sanitizer - Pack 3,2022-04-01,2
CUST0282,Chicken - Pack 10,2022-01-01,6
CUST0698,Bread - Pack 10,2022-09-01,7
CUST0079,Broccoli - Pack 1,2022-10-01,1
CUST0710,Flour - Pack 10,2022-09-01,8
CUST0853,Bread - Pack 9,2022-07-01,5
CUST0443,Apples - Pack 9,2022-08-01,6
CUST0648,Dish Soap - Pack 6,2022-03-01,2
CUST0510,Mangoes - Pack 10,2022-05-01,4
CUST0591,Flour - Pack 5,2022-04-01,3
CUST0710,Oranges - Pack 6,2022-08-01,6
CUST0183,Oats - Pack 2,2022-08-01,3
CUST0917,Carrots - Pack 9,2022-04-01,4
CUST0111,Bleach - Pack 5,2022-08-01,3
CUST0867,Butter - Pack 9,2022-06-01,5
CUST0668,Sanitizer - Pack 1,2022-05-01,8
CUST0943,Butter - Pack 7,2022-09-01,4
CUST0589,Broccoli - Pack 1,2022-08-01,8
CUST0727,Broccoli - Pack 3,2022-11-01,4
CUST0825,Pasta - Pack 1,2022-11-01,7
CUST0399,Soda - Pack 4,2022-12-01,3
CUST0726,Corn - Pack 5,2022-11-01,2
CUST0218,Eggplant - Pack 6,2022-07-01,8
CUST0647,Broccoli - Pack 8,2022-03-01,4
CUST0945,Napkins - Pack 5,2022-02-01,7
CUST0802,Oranges - Pack 4,2022-12-01,7
CUST0047,Cheese - Pack 8,2022-04-01,5
CUST0786,Coffee - Pack 1,2022-03-01,7
CUST0848,Coffee - Pack 4,2022-01-01,8
CUST0689,Fish - Pack 3,2022-02-01,5
CUST0651,Soda - Pack 7,2022-09-01,7
CUST0904,Tea - Pack 3,2022-11-01,7
CUST0170,Pasta - Pack 8,2022-09-01,5
CUST0629,Tea - Pack 9,2022-12-01,2
CUST0328,Butter - Pack 10,2022-03-01,6
CUST0518,Toothbrush - Pack 1,2022-08-01,7
CUST0985,Mangoes - Pack 10,2022-10-01,7
CUST0924,Juice - Pack 3,2022-01-01,6
CUST0498,Tea - Pack 5,2022-08-01,4
CUST0616,Bleach - Pack 1,2022-03-01,2
CUST0210,Oats - Pack 9,2022-12-01,5
CUST0265,Grapes - Pack 3,2022-06-01,5
CUST0798,Detergent - Pack 6,2022-02-01,4
CUST0740,Cheese - Pack 5,2022-07-01,5
CUST0639,Cereal - Pack 7,2022-02-01,5
CUST0640,Bleach - Pack 5,2022-10-01,3
CUST0071,Cheese - Pack 6,2022-01-01,4
CUST0092,Flour - Pack 5,2022-04-01,6
CUST0705,Toothbrush - Pack 2,2022-04-01,5
CUST0743,Toothbrush - Pack 10,2022-09-01,4
CUST0197,Jam - Pack 9,2022-09-01,8
CUST0918,Corn - Pack 8,2022-07-01,7
CUST0224,Corn - Pack 10,2022-09-01,7
CUST0785,Pasta - Pack 10,2022-11-01,4
CUST0076,Broccoli - Pack 1,2022-07-01,3
CUST0661,Tea - Pack 5,2022-10-01,3
CUST0003,Broccoli - Pack 1,2022-03-01,1
CUST0715,Ketchup - Pack 7,2022-08-01,5
CUST0116,Chips - Pack 10,2022-05-01,6
CUST0396,Spinach - Pack 6,2022-10-01,4
CUST0378,Detergent - Pack 9,2022-10-01,7
CUST0875,Shampoo - Pack 5,2022-11-01,4
CUST0904,Biscuits - Pack 6,2022-05-01,5
CUST0614,Juice - Pack 6,2022-06-01,6
CUST0979,Soda - Pack 7,2022-02-01,5
CUST0390,Yogurt - Pack 4,2022-01-01,6
CUST0314,Bread - Pack 8,2022-09-01,8
CUST0785,Ketchup - Pack 4,2022-08-01,5
CUST0519,Oil - Pack 9,2022-11-01,4
CUST0678,Bread - Pack 4,2022-10-01,6
CUST0905,Soup - Pack 10,2022-12-01,4
CUST0723,Honey - Pack 2,2022-08-01,5
CUST0639,Lemons - Pack 10,2022-12-01,7
CUST0285,Sanitizer - Pack 2,2022-01-01,6
CUST0358,Bleach - Pack 9,2022-09-01,5
CUST0161,Oranges - Pack 9,2022-06-01,6
CUST0723,Oranges - Pack 4,2022-09-01,2
CUST0743,Yogurt - Pack 7,2022-09-01,7
CUST0087,Mayonnaise - Pack 7,2022-06-01,5
CUST0545,Tissues - Pack 5,2022-06-01,1
CUST0201,Jam - Pack 8,2022-12-01,5
CUST0431,Flour - Pack 1,2022-05-01,5
CUST0828,Vinegar - Pack 2,2022-09-01,2
CUST0392,Rice - Pack 6,2022-11-01,3
CUST0116,Vinegar - Pack 1,2022-11-01,3
CUST0643,Napkins - Pack 10,2022-04-01,4
CUST0607,Mangoes - Pack 1,2022-02-01,7
CUST0255,Lemons - Pack 7,2022-05-01,5
CUST0984,Sanitizer - Pack 7,2022-07-01,7
CUST0881,Sugar - Pack 5,2022-01-01,7
CUST0339,Pasta - Pack 2,2022-12-01,6
CUST0717,Napkins - Pack 7,2022-04-01,7
CUST0368,Cheese - Pack 8,2022-08-01,6
CUST0418,Broccoli - Pack 4,2022-12-01,2
CUST0031,Corn - Pack 10,2022-12-01,2
CUST0361,Salt - Pack 5,2022-07-01,5
CUST0619,Broccoli - Pack 2,2022-05-01,4
CUST0073,Bananas - Pack 6,2022-11-01,5
CUST0327,Apples - Pack 2,2022-10-01,3
CUST0771,Cereal - Pack 5,2022-10-01,2
CUST0250,Bleach - Pack 6,2022-01-01,4
CUST0317,Fish - Pack 1,2022-08-01,6
CUST0178,Tomatoes - Pack 7,2022-09-01,4
CUST0614,Oranges - Pack 5,2022-04-01,3
CUST0595,Apples - Pack 2,2022-08-01,5
CUST0993,Eggplant - Pack 10,2022-10-01,5
CUST0706,Napkins - Pack 10,2022-10-01,6
CUST0029,Cereal - Pack 9,2022-05-01,2
CUST0420,Biscuits - Pack 9,2022-07-01,2
CUST0621,Ketchup - Pack 5,2022-02-01,6
CUST0861,Bread - Pack 7,2022-05-01,7
CUST0336,Flour - Pack 8,2022-07-01,7
CUST0065,Beef - Pack 8,2022-04-01,4
CUST0241,Mangoes - Pack 6,2022-04-01,2
CUST0363,Bananas - Pack 10,2022-07-01,6
CUST0360,Chips - Pack 6,2022-10-01,8
CUST0297,Yogurt - Pack 4,2022-03-01,3
CUST0463,Tomatoes - Pack 4,2022-04-01,0
CUST0421,Cereal - Pack 9,2022-06-01,6
CUST0916,Eggplant - Pack 10,2022-09-01,8
CUST0061,Milk - Pack 1,2022-01-01,6
CUST0641,Broccoli - Pack 6,2022-12-01,1
CUST0909,Tea - Pack 1,2022-06-01,3
CUST0632,Toothpaste - Pack 8,2022-03-01,5
CUST0351,Milk - Pack 8,2022-06-01,3
CUST0525,Sugar - Pack 6,2022-11-01,6
CUST0239,Tomato Sauce - Pack 8,2022-04-01,7
CUST0839,Soap - Pack 1,2022-07-01,6
CUST0036,Oranges - Pack 9,2022-07-01,4
CUST0151,Tea - Pack 5,2022-01-01,3
CUST0647,Juice - Pack 8,2022-09-01,5
CUST0705,Potatoes - Pack 8,2022-02-01,3
CUST0096,Beef - Pack 9,2022-01-01,7
CUST0912,Pickles - Pack 2,2022-09-01,7
CUST0229,Honey - Pack 1,2022-11-01,7
CUST0214,Pasta - Pack 10,2022-07-01,3
CUST0848,Honey - Pack 1,2022-05-01,8
CUST0036,Carrots - Pack 5,2022-10-01,6
CUST0724,Honey - Pack 10,2022-11-01,5
CUST0662,Toothpaste - Pack 10,2022-05-01,5
CUST0335,Eggplant - Pack 6,2022-11-01,5
CUST0431,Dish Soap - Pack 3,2022-07-01,3
CUST0071,Yogurt - Pack 2,2022-11-01,7
CUST0835,Mutton - Pack 6,2022-07-01,6
CUST0950,Yogurt - Pack 4,2022-04-01,9
CUST0260,Honey - Pack 5,2022-07-01,8
CUST0059,Jam - Pack 7,2022-10-01,7
CUST0195,Salt - Pack 5,2022-03-01,9
CUST0811,Detergent - Pack 9,2022-05-01,6
CUST0573,Oats - Pack 8,2022-05-01,7
CUST0924,Oil - Pack 2,2022-09-01,4
CUST0620,Toothpaste - Pack 10,2022-10-01,7
CUST0758,Tea - Pack 5,2022-01-01,3
CUST0504,Napkins - Pack 1,2022-06-01,5
CUST0356,Bread - Pack 8,2022-03-01,11
CUST0202,Cabbage - Pack 10,2022-03-01,8
CUST0023,Grapes - Pack 5,2022-04-01,2
CUST0397,Tomatoes - Pack 7,2022-03-01,5
CUST0055,Yogurt - Pack 5,2022-09-01,8
CUST0157,Cereal - Pack 8,2022-02-01,6
CUST0765,Tissues - Pack 1,2022-07-01,8
CUST0324,Oranges - Pack 7,2022-09-01,6
CUST0659,Bleach - Pack 7,2022-06-01,6
CUST0578,Soda - Pack 7,2022-05-01,4
CUST0810,Eggplant - Pack 1,2022-10-01,5
CUST0773,Bleach - Pack 10,2022-11-01,5
CUST0959,Mangoes - Pack 1,2022-03-01,11
CUST0155,Eggplant - Pack 7,2022-12-01,4
CUST0723,Peas - Pack 10,2022-12-01,5
CUST0844,Dish Soap - Pack 3,2022-09-01,1
CUST0909,Pasta - Pack 3,2022-11-01,6
CUST0710,Potatoes - Pack 4,2022-05-01,5
CUST0789,Tea - Pack 10,2022-03-01,6
CUST0158,Flour - Pack 7,2022-10-01,7
CUST0333,Shampoo - Pack 8,2022-04-01,7
CUST0868,Oats - Pack 9,2022-10-01,3
CUST0964,Carrots - Pack 6,2022-09-01,5
CUST0468,Spinach - Pack 6,2022-04-01,6
CUST0247,Butter - Pack 7,2022-04-01,6
CUST0530,Juice - Pack 10,2022-06-01,4
CUST0327,Sanitizer - Pack 9,2022-03-01,2
CUST0589,Corn - Pack 3,2022-06-01,4
CUST0789,Mangoes - Pack 8,2022-08-01,1
CUST0625,Cheese - Pack 6,2022-12-01,7
CUST0372,Tissues - Pack 5,2022-06-01,7
CUST0582,Mayonnaise - Pack 7,2022-05-01,4
CUST0189,Eggs - Pack 4,2022-10-01,2
CUST0179,Water - Pack 5,2022-01-01,5
CUST0492,Biscuits - Pack 1,2022-08-01,2
CUST0100,Yogurt - Pack 7,2022-11-01,5
CUST0109,Carrots - Pack 8,2022-01-01,3
CUST0145,Yogurt - Pack 5,2022-07-01,10
CUST0220,Grapes - Pack 6,2022-01-01,4
CUST0163,Vinegar - Pack 2,2022-04-01,5
CUST0613,Apples - Pack 9,2022-01-01,4
CUST0795,Apples - Pack 3,2022-01-01,3
CUST0497,Pasta - Pack 5,2022-11-01,3
CUST0856,Bread - Pack 9,2022-07-01,3
CUST0622,Butter - Pack 3,2022-04-01,6
CUST0878,Pickles - Pack 5,2022-12-01,9
CUST0847,Napkins - Pack 8,2022-12-01,4
CUST0800,Jam - Pack 9,2022-01-01,4
CUST0936,Carrots - Pack 7,2022-11-01,6
CUST0945,Apples - Pack 2,2022-12-01,6
CUST0900,Corn - Pack 9,2022-07-01,5
CUST0590,Mangoes - Pack 7,2022-01-01,5
CUST0940,Toothbrush - Pack 1,2022-12-01,6
CUST0943,Mayonnaise - Pack 7,2022-01-01,7
CUST0379,Sanitizer - Pack 8,2022-11-01,4
CUST0057,Fish - Pack 2,2022-02-01,10
CUST0393,Bread - Pack 9,2022-09-01,3
CUST0275,Broccoli - Pack 1,2022-11-01,5
CUST0452,Tomatoes - Pack 4,2022-01-01,4
CUST0815,Oats - Pack 7,2022-03-01,7
CUST0654,Biscuits - Pack 7,2022-12-01,9
CUST0711,Chicken - Pack 5,2022-05-01,7
CUST0656,Apples - Pack 2,2022-01-01,5
CUST0042,Mutton - Pack 4,2022-10-01,5
CUST0434,Potatoes - Pack 8,2022-01-01,4
CUST0986,Bananas - Pack 4,2022-01-01,4
CUST0791,Dish Soap - Pack 4,2022-07-01,6
CUST0962,Detergent - Pack 3,2022-09-01,5
CUST0375,Bread - Pack 7,2022-02-01,3
CUST0084,Cereal - Pack 5,2022-05-01,6
CUST0433,Oranges - Pack 3,2022-02-01,3
CUST0761,Shampoo - Pack 9,2022-06-01,9
CUST0708,Corn - Pack 8,2022-07-01,6
CUST0992,Pickles - Pack 5,2022-05-01,6
CUST0370,Tomatoes - Pack 4,2022-05-01,0
CUST0627,Chicken - Pack 7,2022-05-01,6
CUST0830,Tomatoes - Pack 7,2022-12-01,4
CUST0059,Sanitizer - Pack 2,2022-07-01,6
CUST0635,Juice - Pack 3,2022-09-01,5
CUST0310,Flour - Pack 2,2022-12-01,3
CUST0399,Toothbrush - Pack 2,2022-05-01,5
CUST0780,Yogurt - Pack 10,2022-06-01,6
CUST0183,Cereal - Pack 9,2022-10-01,7
CUST0987,Mangoes - Pack 2,2022-10-01,5
CUST0393,Juice - Pack 6,2022-04-01,6
CUST0977,Bread - Pack 9,2022-07-01,6
CUST0982,Vinegar - Pack 6,2022-11-01,5
CUST0047,Noodles - Pack 10,2022-11-01,6
CUST0315,Lemons - Pack 9,2022-03-01,7
CUST0185,Spinach - Pack 1,2022-05-01,7
CUST0348,Chips - Pack 2,2022-02-01,5
CUST0394,Bread - Pack 4,2022-12-01,4
CUST0795,Carrots - Pack 9,2022-04-01,8
CUST0491,Chips - Pack 3,2022-04-01,5
CUST0447,Soda - Pack 6,2022-11-01,8
CUST0679,Sugar - Pack 9,2022-01-01,9
CUST0347,Shampoo - Pack 1,2022-02-01,7
CUST0584,Honey - Pack 9,2022-02-01,3
CUST0851,Spinach - Pack 1,2022-10-01,4
CUST0556,Cabbage - Pack 5,2022-09-01,3
CUST0631,Tomatoes - Pack 10,2022-12-01,4
CUST0876,Spinach - Pack 4,2022-05-01,7
CUST0749,Pasta - Pack 10,2022-07-01,3
CUST0803,Juice - Pack 3,2022-01-01,5
CUST0347,Cereal - Pack 3,2022-09-01,8
CUST0197,Yogurt - Pack 4,2022-01-01,8
CUST0823,Toothpaste - Pack 7,2022-09-01,4
CUST0223,Yogurt - Pack 1,2022-08-01,5
CUST0515,Chips - Pack 4,2022-06-01,9
CUST0359,Oranges - Pack 8,2022-06-01,4
CUST0779,Oats - Pack 2,2022-09-01,1
CUST0383,Broccoli - Pack 1,2022-05-01,1
CUST0280,Bread - Pack 9,2022-11-01,5
CUST0995,Yogurt - Pack 9,2022-03-01,3
CUST0227,Potatoes - Pack 4,2022-03-01,5
CUST0994,Salt - Pack 3,2022-07-01,3
CUST0595,Noodles - Pack 8,2022-08-01,7
CUST0524,Oats - Pack 7,2022-12-01,4
CUST0287,Toothbrush - Pack 7,2022-09-01,5
CUST0062,Flour - Pack 4,2022-09-01,6
CUST0844,Soda - Pack 6,2022-07-01,5
CUST0580,Apples - Pack 3,2022-03-01,3
CUST0939,Biscuits - Pack 2,2022-11-01,4
CUST0001,Yogurt - Pack 4,2022-09-01,6
CUST0253,Bleach - Pack 4,2022-10-01,4
CUST0448,Yogurt - Pack 5,2022-11-01,5
CUST0776,Juice - Pack 6,2022-05-01,2
CUST0387,Eggplant - Pack 2,2022-01-01,3
CUST0932,Grapes - Pack 6,2022-02-01,3
CUST0941,Tea - Pack 3,2022-06-01,5
CUST0056,Tomato Sauce - Pack 1,2022-03-01,6
CUST0770,Soda - Pack 4,2022-10-01,2
CUST0819,Pasta - Pack 8,2022-01-01,5
CUST0838,Napkins - Pack 10,2022-06-01,4
CUST0519,Detergent - Pack 3,2022-02-01,8
CUST0277,Corn - Pack 10,2022-05-01,10
CUST0352,Broccoli - Pack 3,2022-02-01,9
CUST0846,Mangoes - Pack 7,2022-09-01,4
CUST0173,Apples - Pack 2,2022-12-01,6
CUST0138,Vinegar - Pack 2,2022-12-01,6
CUST0222,Eggplant - Pack 5,2022-08-01,5
CUST0988,Pickles - Pack 3,2022-07-01,5
CUST0700,Mangoes - Pack 2,2022-03-01,4
CUST0948,Pasta - Pack 6,2022-02-01,7
CUST0723,Butter - Pack 7,2022-11-01,4
CUST0924,Noodles - Pack 6,2022-05-01,3
CUST0090,Flour - Pack 5,2022-11-01,4
CUST0287,Eggplant - Pack 10,2022-09-01,4
CUST0277,Mutton - Pack 6,2022-05-01,4
CUST0768,Eggplant - Pack 8,2022-01-01,7
CUST0596,Spinach - Pack 6,2022-04-01,7
CUST0695,Bleach - Pack 3,2022-05-01,8
CUST0613,Milk - Pack 4,2022-08-01,7
CUST0896,Oats - Pack 5,2022-09-01,3
CUST0699,Bread - Pack 2,2022-03-01,3
CUST0116,Bread - Pack 4,2022-01-01,7
CUST0001,Biscuits - Pack 7,2022-03-01,5
CUST0897,Tomatoes - Pack 6,2022-07-01,6
CUST0789,Salt - Pack 3,2022-06-01,3
CUST0212,Ketchup - Pack 8,2022-03-01,4
CUST0669,Chicken - Pack 5,2022-12-01,8
CUST0167,Apples - Pack 3,2022-04-01,5
CUST0458,Soup - Pack 3,2022-12-01,5
CUST0800,Broccoli - Pack 3,2022-07-01,4
CUST0532,Water - Pack 10,2022-02-01,4
CUST0449,Vinegar - Pack 2,2022-12-01,5
CUST0038,Onions - Pack 3,2022-07-01,2
CUST0397,Pasta - Pack 8,2022-03-01,7
CUST0372,Fish - Pack 7,2022-07-01,7
CUST0199,Bread - Pack 9,2022-06-01,3
CUST0046,Apples - Pack 5,2022-10-01,4
CUST0835,Salt - Pack 3,2022-08-01,2
CUST0818,Milk - Pack 7,2022-02-01,5
CUST0902,Butter - Pack 10,2022-12-01,5
CUST0707,Eggplant - Pack 6,2022-09-01,3
CUST0132,Mangoes - Pack 6,2022-09-01,3
CUST0756,Soda - Pack 5,2022-02-01,5
CUST0285,Sanitizer - Pack 9,2022-01-01,1
CUST0927,Juice - Pack 9,2022-07-01,6
CUST0456,Butter - Pack 7,2022-01-01,3
CUST0807,Mangoes - Pack 1,2022-07-01,8
CUST0961,Honey - Pack 5,2022-08-01,4
CUST0916,Corn - Pack 5,2022-02-01,5
CUST0674,Honey - Pack 10,2022-04-01,6
CUST0420,Bleach - Pack 8,2022-10-01,5
CUST0651,Tomatoes - Pack 7,2022-05-01,7
CUST0495,Tea - Pack 9,2022-11-01,3
CUST0062,Grapes - Pack 4,2022-04-01,3
CUST0423,Carrots - Pack 1,2022-07-01,8
CUST0039,Tea - Pack 8,2022-06-01,4
CUST0837,Salt - Pack 1,2022-10-01,4
CUST0099,Juice - Pack 9,2022-04-01,6
CUST0104,Tea - Pack 2,2022-02-01,5
CUST0044,Chips - Pack 5,2022-07-01,5
CUST0944,Grapes - Pack 6,2022-09-01,3
CUST0763,Pasta - Pack 2,2022-08-01,5
CUST0646,Salt - Pack 6,2022-08-01,3
CUST0732,Soap - Pack 6,2022-07-01,2
CUST0780,Oats - Pack 1,2022-03-01,6
CUST0761,Toothbrush - Pack 6,2022-06-01,6
CUST0616,Mangoes - Pack 10,2022-11-01,12
CUST0996,Cheese - Pack 10,2022-02-01,4
CUST0829,Beef - Pack 9,2022-10-01,8
CUST0030,Tomato Sauce - Pack 3,2022-09-01,2
CUST0224,Oil - Pack 9,2022-10-01,3
CUST0956,Flour - Pack 3,2022-03-01,2
CUST0196,Broccoli - Pack 5,2022-05-01,6
CUST0941,Mutton - Pack 10,2022-09-01,7
CUST0822,Tea - Pack 7,2022-01-01,2
CUST0975,Detergent - Pack 2,2022-07-01,3
CUST0632,Corn - Pack 10,2022-11-01,5
CUST0455,Soup - Pack 5,2022-07-01,2
CUST0838,Tomatoes - Pack 7,2022-04-01,8
CUST0971,Juice - Pack 4,2022-07-01,6
CUST0633,Rice - Pack 9,2022-09-01,2
CUST0998,Rice - Pack 7,2022-10-01,5
CUST0130,Jam - Pack 8,2022-08-01,6
CUST0054,Oats - Pack 3,2022-07-01,7
CUST0642,Oranges - Pack 6,2022-06-01,6
CUST0914,Chips - Pack 5,2022-09-01,6
CUST0891,Jam - Pack 3,2022-07-01,6
CUST0716,Chips - Pack 3,2022-01-01,6
CUST0566,Bananas - Pack 10,2022-05-01,3
CUST0700,Bread - Pack 9,2022-03-01,3
CUST0116,Soap - Pack 8,2022-02-01,7
CUST0843,Pasta - Pack 5,2022-12-01,7
CUST0572,Corn - Pack 5,2022-08-01,3
CUST0911,Juice - Pack 4,2022-05-01,7
CUST0172,Mutton - Pack 2,2022-10-01,2
CUST0211,Napkins - Pack 8,2022-09-01,9
CUST0221,Soda - Pack 7,2022-04-01,5
CUST0428,Corn - Pack 10,2022-07-01,7
CUST0079,Oil - Pack 2,2022-04-01,4
CUST0577,Broccoli - Pack 7,2022-05-01,4
CUST0463,Sugar - Pack 7,2022-10-01,7
CUST0699,Carrots - Pack 7,2022-05-01,1
CUST0794,Honey - Pack 9,2022-10-01,3
CUST0097,Sanitizer - Pack 6,2022-01-01,6
CUST0476,Mangoes - Pack 6,2022-12-01,7
CUST0586,Salt - Pack 1,2022-03-01,2
CUST0650,Tomatoes - Pack 7,2022-12-01,12
CUST0175,Rice - Pack 9,2022-07-01,4
CUST0631,Oats - Pack 2,2022-05-01,3
CUST0514,Soup - Pack 1,2022-07-01,1
CUST0923,Eggplant - Pack 3,2022-06-01,5
CUST0518,Grapes - Pack 9,2022-01-01,3
CUST0970,Broccoli - Pack 1,2022-10-01,5
CUST0443,Flour - Pack 5,2022-01-01,2
CUST0972,Corn - Pack 3,2022-04-01,4
CUST0477,Dish Soap - Pack 10,2022-11-01,8
CUST0296,Tomatoes - Pack 7,2022-06-01,6
CUST0138,Eggplant - Pack 8,2022-05-01,5
CUST0047,Juice - Pack 8,2022-01-01,7
